Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image
"Voto V2i (Champagne Gold, 32 GB)",3.5,"4,890",2,32,,12.7,5,13,,,,3000,Spreadtrum SC9832 Cortex A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K800 (Gold, 16 GB)",3.2,"4,499",2,16,,13.97,5.5,5,,,,2500,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X50 Pro 5G (Rust Red, 256 GB)",4.3,"47,999",12,256,,16.36,6.44,64,12,8,2,4200,Qualcomm Snapdragon 865 processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 8 Pro (Halo White, 128 GB)",4.4,"18,999",8,128,512,16.59,6.53,64,8,2,2,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno2 (Luminous Black, 256 GB)",4.5,"39,990",8,256,256,16.51,6.5,48,8,13,2,4000,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 Pro Max (Interstellar Black, 64 GB)",4.3,"17,900",6,64,,16.94,6.67,64,,,,5020,Snapdragon 730G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno2 (Ocean Blue, 256 GB)",4.5,"39,990",8,256,256,16.51,6.5,48,8,13,2,4000,Qualcomm Snapdragon 730G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 8 Pro (Shadow Black, 64 GB)",4.4,"15,999",6,64,512,16.59,6.53,64,8,2,2,4500,MediaTek Helio G90T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"TECNO Spark Air 6 (White, 32 GB)",,"8,240",2,32,,17.78,7,13,,,,6000,MediaTek Helio A25 Octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9X (Midnight Black, 128 GB)",4.4,"16,999",6,128,512,16.74,6.59,48,8,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X (Space Blue, 128 GB)",4.5,"17,999",4,128,,16.59,6.53,48,5,,,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X (Space Blue, 128 GB)",4.5,"17,999",4,128,,16.59,6.53,48,5,,,3765,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://rukminim1.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/a/h/w/realme-x-rmx1901-original-imafgzg9yvran9r3.jpeg?q=70
"I Kall K800 (Gold, 16 GB)",3.2,"4,499",2,16,,13.97,5.5,5,,,,2500,Quad-core MediaTek Processor,https://rukminim1.flixcart.com/image/312/312/keiuxzk0/mobile/z/z/6/i-kall-k800-k800-original-imafv5zdwnnsxkh2.jpeg?q=70
"Samsung Galaxy M01s  (Light Blue, 32 GB)",4.1,"10,114",3,32,512,15.75,6.2,13,2,,,4000,MediaTek | MT6762 octa core Processor,https://rukminim1.flixcart.com/image/312/312/kdbzqfk0/mobile/w/f/e/samsung-galaxy-m01s-b089ms4lgt-original-imafu9n25bvzyzgf.jpeg?q=70
"Redmi K20 Pro (Pearl White, 128 GB)",4.5,"22,999",6,128,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M31 (Ocean Blue, 64 GB)",4.3,"18,356",6,64,512,16.26,6.4,64,8,5,5,6000,Samsung Exynos 9 Octa 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno4 Pro (Starry Night, 128 GB)",4.5,"34,990",8,128,256,16.51,6.5,48,8,2,2,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F11 Pro (Aurora Green, 64 GB)",4.4,"16,890",6,64,256,16.51,6.5,48,5,,,4000,MediaTek Helio P70 Octa Core 2.1 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 (Arctic White, 64 GB)",4.3,"13,860",4,64,,16.59,6.53,48,,,,5020,Mediatek Helio G85 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A10s (Black, 32 GB)",4.3,"9,799",2,32,512,15.75,6.2,13,2,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo U10 (Electric Blue, 64 GB)",4.4,"11,490",3,64,256,16.13,6.35,13,8,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"iQOO 3 (Tornado Black, 256 GB)",4.5,"37,990",8,256,,16.36,6.44,48,13,13,2,4440,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",4.4,"22,999",6,128,512,16.26,6.4,48,12,5,5,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme XT (Pearl Blue, 64 GB)",4.5,"17,999",6,64,256,16.26,6.4,64,8,2,2,4000,Qualcomm 712 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Gionee S11 Lite (Dark Blue, 32 GB)",4,"8,999",4,32,256,14.48,5.7,13,2,,,3030,Snapdragon 430 Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X2 Pro (Neptune Blue, 128 GB)",4.5,"31,999",8,128,,16.51,6.5,64,13,8,2,4000,Qualcomm Snapdragon 855 Plus Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y3 (Prime Black, 64 GB)",4.4,"13,990",4,64,512,15.9,6.26,12,2,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X3 SuperZoom (Glacier Blue, 256 GB)",4.2,"32,999",12,256,,16.69,6.57,64,8,8,2,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X3 SuperZoom (Arctic White, 128 GB)",4.3,"27,999",8,128,,16.69,6.57,64,8,8,2,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi K20 (Glacier Blue, 128 GB)",4.5,"21,999",6,128,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A52 (Twilight Black, 128 GB)",4.3,"16,990",6,128,256,16.51,6.5,12,8,2,2,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A52 (Stream White, 128 GB)",4.3,"16,990",6,128,256,16.51,6.5,12,8,2,2,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A52 (Twilight Black, 128 GB)",,"14,990",4,128,256,16.51,6.5,12,8,2,2,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A52 (Stream White, 128 GB)",,"14,990",4,128,256,16.51,6.5,12,8,2,2,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi K20 (Carbon Black, 64 GB)",4.5,"21,999",6,64,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",4.3,"18,570",4,128,,16.26,6.4,48,5,8,,4000,Exynos 9611 Processor,https://rukminim1.flixcart.com/image/312/312/k0flmkw0/mobile/x/e/s/samsung-galaxy-a50s-sm-a507fzlvins-original-imafk8h4pfhftnz6.jpeg?q=70
"iQOO 3 (Quantum Silver, 128 GB)",4.5,"34,990",8,128,,16.36,6.44,48,13,13,2,4440,Qualcomm Snapdragon 865 Processor,https://rukminim1.flixcart.com/image/312/312/k6tniq80/mobile/c/5/j/iqoo-3-i1927-4g-pd1964bf-ex-original-imafp773fqky9zhz.jpeg?q=70
"Redmi Note 9 Pro (Champagne Gold, 64 GB)",4.3,,4,64,,16.94,6.67,48,48,8,5,5020,Qualcomm® Snapdragon™ 720G Processor,https://rukminim1.flixcart.com/image/312/312/keykscw0/mobile/k/g/w/mi-redmi-note-9-pro-max-m2003j6b1l-original-imafvj4vw773kgjr.jpeg?q=70
"Vivo V15 Pro (Topaz Blue, 128 GB)",4.5,"28,499",8,128,256,16.23,6.39,48,8,5,,3700,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"iQOO 3 (Tornado Black, 128 GB)",4.5,"34,990",8,128,,16.36,6.44,48,13,13,2,4440,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme X3 SuperZoom (Glacier Blue, 128 GB)",4.3,"27,999",8,128,,16.69,6.57,64,8,8,2,4200,Qualcomm Snapdragon 855+ Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 5 (Gold, 32 GB)",4.4,"10,150",3,32,128,15.21,5.99,12,,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S10 Lite (Prism Black, 128 GB)",4.5,"42,999",8,128,1,17.02,6.7,48,12,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F11 (Fluorite Purple, 128 GB)",4.4,"17,990",6,128,256,16.59,6.53,48,5,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V15 Pro (Ruby Red, 128 GB)",4.5,"23,990",6,128,256,16.23,6.39,48,8,5,,3700,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 8 (Cosmic Purple, 64 GB)",4.4,"13,990",4,64,512,16,6.3,48,8,2,2,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9X (Sapphire Blue, 128 GB)",4.3,"15,999",4,128,512,16.74,6.59,48,8,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",4.3,"33,100",8,128,512,17.02,6.7,64,5,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A3 (More Than White, 128 GB)",4.2,"17,495",6,128,256,15.44,6.08,48,8,2,,4030,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi K20 Pro (Flame Red, 256 GB)",4.5,"31,999",8,256,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo U10 (Electric Blue, 64 GB)",4.4,"12,990",4,64,256,16.13,6.35,13,8,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno4 Pro (Silky White, 128 GB)",4.5,"34,990",8,128,256,16.51,6.5,48,8,2,2,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",4.3,"18,570",4,128,,16.26,6.4,48,8,5,,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A1K (Black, 32 GB)",4.3,"10,990",2,32,256,15.49,6.1,8,,,,4000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 Pro (Champagne Gold, 128 GB)",4.3,"19,994",6,128,512,16.94,6.67,48,8,5,2,5020,Qualcomm® Snapdragon™ 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 7 Pro (Moonlight White, 64 GB)",4.5,"14,490",4,64,256,16,6.3,48,5,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A2 (Red, 128 GB)",4.1,"13,999",6,128,,15.21,5.99,20,12,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S10 Lite (Prism Blue, 128 GB)",4.5,"42,999",8,128,1,17.02,6.7,48,12,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno 10x Zoom (Jet Black, 256 GB)",4.4,"41,990",8,256,256,16.76,6.6,48,13,8,,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note10 Lite (Aura Glow, 128 GB)",4.4,"39,999",8,128,1,17.02,6.7,12,12,12,,4500,Exynos 9810 Processor,https://rukminim1.flixcart.com/image/312/312/k5r2mq80/mobile/r/q/z/samsung-galaxy-note10-lite-sm-n770fzsninu-original-imafzd7zse665hdq.jpeg?q=70
"Samsung Galaxy M30S (Blue, 128 GB)",4.3,"17,249",4,128,512,16.26,6.4,48,8,,,6000,Exynos 9810 Processor,https://rukminim1.flixcart.com/image/312/312/kb1470w0/mobile/s/x/f/samsung-galaxy-m30s-sm-m307fzkdinss-original-imafsh7heuaqttfy.jpeg?q=70
"Lenovo A7 (Blue, 32 GB)",4,"8,490",2,32,128,15.47,6.09,13,,,,4000, Octa-core Unisoc SC9863 Processor,https://rukminim1.flixcart.com/image/312/312/keq058w0/mobile/f/n/5/lenovo-a7-a7-l19111-original-imafvc8ysvx2ptpd.jpeg?q=70
"Redmi Note 8 (Moonlight White, 128 GB)",4.4,"15,978",6,128,512,16,6.3,48,8,2,2,4000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A1K (Red, 32 GB)",4.3,"10,990",2,32,256,15.49,6.1,8,,,,4000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9X (Sapphire Blue, 128 GB)",4.4,"16,999",6,128,512,16.74,6.59,48,8,2,,4000,Kirin 710F Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 4.2 (Black, 32 GB)",4.1,"10,900",3,32,400,14.5,5.71,13,2,,,3000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Motorola E7 Plus (Twilight Orange, 64 GB)",4.3,"9,499",4,64,512,16.51,6.5,48,2,,,5000,Qualcomm Snapdragon 460 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO K1 (Piano Black, 64 GB)",4.4,"14,990",4,64,256,16.28,6.41,16,2,,,3600,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno3 Pro (Midnight Black, 256 GB)",4.4,"29,990",8,256,256,16.26,6.4,64,13,8,2,4025,MediaTek Helio P95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo S1 (Diamond Black, 128 GB)",4.5,"16,990",4,128,256,16.21,6.38,16,8,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo S1 (Skyline Blue, 128 GB)",4.5,"16,990",4,128,256,16.21,6.38,16,8,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S10 Lite (Prism Black, 512 GB)",4.5,"47,999",8,512,1,17.02,6.7,48,12,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note10 Lite (Aura Black, 128 GB)",4.4,"39,999",8,128,1,17.02,6.7,12,12,12,,4500,Exynos 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y3 (Elegant Blue, 32 GB)",4.3,"11,450",3,32,512,15.9,6.26,12,2,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo X50 (Frost Blue, 128 GB)",4.3,"34,990",8,128,,16.66,6.56,48,13,8,5,4200,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 7 (Eclipse Black, 32 GB)",4.3,"9,450",2,32,,15.9,6.26,12,,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 7 (Lunar Red, 32 GB)",4.3,"9,190",2,32,,15.9,6.26,12,,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 6 Pro (Red, 64 GB)",4.5,"12,990",4,64,256,15.9,6.26,12,5,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 5 Pro (Black, 64 GB)",4.5,"13,999",6,64,128,15.21,5.99,12,5,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Coolpad Note 3S (Gold, 32 GB)",3.8,"6,599",3,32,32,13.97,5.5,13,,,,2500,Qualcomm Qualcomm Snapdragon Octa Core 1.36GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y3 (Elegant Blue, 64 GB)",4.4,"12,850",4,64,512,15.9,6.26,12,2,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo X50 (Glaze Black, 128 GB)",4.3,"34,990",8,128,,16.66,6.56,48,13,8,5,4200,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo U10 (Thunder Black, 64 GB)",4.4,"11,490",3,64,256,16.13,6.35,13,8,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y2 (Black, 32 GB)",4.5,"8,999",3,32,256,15.21,5.99,12,5,,,3080,Qualcomm Snapdragon 625 Processor,https://rukminim1.flixcart.com/image/312/312/jnnhua80/mobile/a/d/j/mi-redmi-y2-y2-original-imafaabg2b2kyrct.jpeg?q=70
"InFocus Snap 4 (Platinum Gold, 64 GB)",3.9,"9,499",4,64,128,13.21,5.2,13,8,,,3000,MediaTek MT6750 octa core Processor,https://rukminim1.flixcart.com/image/312/312/jj6130w0/mobile/g/a/e/infocus-snap-4-if9003-original-imaf6sucnmhfshhe.jpeg?q=70
"OPPO Reno3 Pro (Auroral Blue, 128 GB)",4.4,"27,990",8,128,256,16.26,6.4,64,13,8,2,4025,MediaTek Helio P95 Processor,https://rukminim1.flixcart.com/image/312/312/k79dd3k0/mobile/z/p/h/oppo-reno3-pro-cph2035-original-imafpj4fgfrzskf3.jpeg?q=70
"OPPO Reno3 Pro (Midnight Black, 128 GB)",4.4,"27,990",8,128,256,16.26,6.4,64,13,8,2,4025,MediaTek Helio P95 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"iQOO 3 (5G) (Tornado Black, 256 GB)",4.4,"44,990",12,256,,16.36,6.44,48,13,13,2,4440,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mobiistar X1 Dual (Black, 32 GB)",3.7,"9,999",3,32,,14.48,5.7,13,,,,3000,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Yu Yureka 2 (Champagne/Gold, 64 GB)",3.3,"12,299",4,64,128,13.97,5.5,16,,,,3930,Qualcomm Snapdragon 625 Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A10s (Blue, 32 GB)",4.3,"9,999",2,32,512,15.75,6.2,13,2,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Micromax Selfie 2 (Champagne, 32 GB)",3.7,"7,299",3,32,128,13.21,5.2,13,,,,3000,MT6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme 3i (Diamond Red, 64 GB)",4.4,"10,499",4,64,256,15.8,6.22,13,2,,,4230,MediaTek Helio P60 Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mobiistar E1 Selfie (Black, 32 GB)",3.8,"8,490",3,32,128,13.84,5.45,13,,,,3000,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S20+ (Cosmic Gray, 128 GB)",4.5,"77,999",8,128,,17.02,6.7,64,12,,,4500,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y93 (Nebula Purple, 64 GB)",4.4,"14,990",3,64,256,15.8,6.22,13,2,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo S1 (Skyline Blue, 128 GB)",4.4,"19,990",6,128,256,16.21,6.38,16,8,2,,4500,Helio P65 (MT6768) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4.3,"16,899",4,128,,16.74,6.59,16,8,2,,4000,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M30 (Gradation Blue, 64 GB)",4.4,"14,990",4,64,,16.26,6.4,13,,,,5000,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A50s (Prism Crush White, 128 GB)",4.3,"18,570",4,128,,16.26,6.4,48,8,5,,4000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 20 (Mystic Bronze, 256 GB)",4.6,"77,999",8,256,,17.02,6.7,64,12,12,,4300,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V17 (Midnight Ocean Black, 128 GB)",4.5,"24,990",8,128,256,16.36,6.44,48,8,2,2,4500,Qualcomm Snapdragon 675AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Lenovo X2-AP (Gold, 32 GB)",3.7,"17,499",2,32,,12.7,5,13,,,,2300,MediaTek 6595M Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"POCO F1 (Armoured Edition, 256 GB)",4.5,"22,999",8,256,256,15.7,6.18,12,5,,,4000,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A20s (Black, 32 GB)",4.3,"12,900",3,32,512,16.51,6.5,13,8,5,,4000,Qualcomm SDM450-B01 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A6 (Gold, 64 GB)",4.4,"25,500",4,64,,14.22,5.6,16,,,,3000,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic Eluga Z1 Pro (Black, 64 GB)",4.3,"14,999",4,64,128,15.72,6.19,13,2,,,4000,MT6762 (Helio P22) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A70 (White, 128 GB)",4.3,"25,990",6,128,512,17.02,6.7,32,5,8,,4500,Octa core  Processor,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/p/b/q/galaxy-a70-128-a-sm-a705gzwhins-samsung-6-original-imaffhmhgcuju6mk.jpeg?q=70
"XOLO BLACK (Black, 16 GB)",3.1,"11,936",2,16,32,13.97,5.5,13,,,,3200,Qualcomm Snapdragon 615 MSM8939 64-bit Cortex-A53 Processor,https://rukminim1.flixcart.com/image/312/312/mobile/8/7/s/xolo-black-na-original-imae97svbsgzqxyu.jpeg?q=70
"Mi A3 (Kind of Grey, 64 GB)",4.3,"14,999",4,64,256,15.46,6.088,48,8,2,,4030,Qualcomm Snapdragon 665 Processor,https://rukminim1.flixcart.com/image/312/312/k3ncakw0pkrrdj/mobile/z/r/4/mi-redmi-a3-redmi-a3-original-imafjm6v7egsh29h.jpeg?q=70
